iter	TotalF1:average=Macro;use_weights=false	MultiClass
0	0.3025395313	1.259968141
1	0.3249661805	1.153895412
2	0.3200174093	1.06258082
3	0.3247447465	0.9832567061
4	0.3256695583	0.9161760608
5	0.3265607235	0.8540858037
6	0.325719898	0.7995198193
7	0.3266282364	0.7498350807
8	0.3302371905	0.7047512317
9	0.3298590443	0.6661905814
10	0.3307010799	0.629041023
11	0.3302872267	0.5956059104
12	0.3300786668	0.5641474034
13	0.3302508527	0.5357999076
14	0.3344001918	0.508399009
15	0.3347480684	0.4827831941
16	0.3320530211	0.4598523752
17	0.3331614243	0.4375849385
18	0.3706653335	0.4161522247
19	0.3721648465	0.3974388575
20	0.3766074672	0.3792495015
21	0.3782987747	0.3630869747
22	0.3858500603	0.3476598699
23	0.386226159	0.3330837179
24	0.3924298271	0.3199568053
25	0.3942507879	0.3062305585
26	0.3839884691	0.294189819
27	0.3867952714	0.2838567337
28	0.3884735284	0.2733685009
29	0.3998167559	0.2625439699
30	0.4019781556	0.2521630286
31	0.400727631	0.2427518369
32	0.4023730959	0.2340635862
33	0.405015101	0.2257917625
34	0.4047772881	0.2174741339
35	0.4027469744	0.209675383
36	0.4040728426	0.2029711512
37	0.408550642	0.1956454889
38	0.409987719	0.1891795283
39	0.4113862732	0.1835155009
40	0.4141413581	0.1774637541
41	0.41855509	0.1716742082
42	0.4200512866	0.1667202969
43	0.4260097607	0.1612711564
44	0.4267407801	0.1563336278
45	0.4252292833	0.1522509318
46	0.419800242	0.1478346889
47	0.4180154518	0.1436634237
48	0.4196621973	0.1393680488
49	0.426248945	0.1354141686
50	0.4276747583	0.1314516179
51	0.431160566	0.1276978321
52	0.446148157	0.1241841431
53	0.449915555	0.1209516401
54	0.4510591442	0.1177990703
55	0.452900722	0.1154082613
56	0.4483368341	0.112960893
57	0.4485264059	0.110741298
58	0.4475837055	0.1082771421
59	0.451740659	0.1058514084
60	0.4518668431	0.1045270722
61	0.4540756641	0.1025579693
62	0.4501758356	0.1004858938
63	0.4505115403	0.09856999382
64	0.454387996	0.09660718596
65	0.455060708	0.09457070911
66	0.4550285111	0.09265542279
67	0.4552435525	0.09100494131
68	0.4565234937	0.08948001841
69	0.4576416187	0.08781560477
70	0.4623004327	0.08637201484
71	0.4699527511	0.08492134966
72	0.4652966363	0.08365346702
73	0.4639980336	0.08241494926
74	0.4733505888	0.08108255283
75	0.4715819969	0.08052754896
76	0.4749669605	0.07934986478
77	0.475690519	0.07856733053
78	0.4780542775	0.07730206888
79	0.480998112	0.07611218279
80	0.4789957072	0.07555545953
81	0.4810033665	0.07437965896
82	0.4837939881	0.07334026463
83	0.4839283008	0.07274002619
84	0.4844711297	0.07190116647
85	0.4829859169	0.07075713083
86	0.4821191682	0.06983574086
87	0.4826367723	0.06884338321
88	0.4838686112	0.06823231239
89	0.4846719963	0.06730419347
90	0.4859938812	0.06645904423
91	0.4867870869	0.06570499945
92	0.4867328254	0.06535162825
93	0.4888631063	0.06446441328
94	0.4884364171	0.06422431268
95	0.4889373269	0.06340378091
96	0.4897090663	0.06299349159
97	0.4880888641	0.06263593503
98	0.4878589641	0.06225369716
99	0.4886273294	0.06205309643
100	0.4880458102	0.06197404912
101	0.4872333669	0.06112567582
102	0.4868618383	0.06069822409
103	0.4857685846	0.06003658861
104	0.4867265011	0.05961807943
105	0.4865232286	0.05955032645
106	0.4865307291	0.05857500664
107	0.4869758065	0.05807600833
108	0.4869892865	0.05759743164
109	0.4869226207	0.05721065928
110	0.4880954844	0.0570757585
111	0.4887590328	0.05656227684
112	0.4897382144	0.0563243398
113	0.4891799554	0.05571467636
114	0.4886208367	0.0552308675
115	0.4884782831	0.0547955355
116	0.4890890816	0.05447998009
117	0.4893137428	0.05410438455
118	0.4891203714	0.0538794366
119	0.4896425711	0.05369326826
120	0.4896456639	0.05368273719
121	0.4897956263	0.05362510959
122	0.4890278817	0.05356966001
123	0.4884435101	0.05311803052
124	0.4882573082	0.05274031025
125	0.4891552553	0.05217306311
126	0.4892560204	0.05208238278
127	0.4875227506	0.05183773605
128	0.4873551923	0.05142003164
129	0.487220665	0.05095971909
130	0.4872954927	0.05094544745
131	0.486917837	0.05067581115
132	0.4869253289	0.05066857251
133	0.4892903092	0.05022900094
134	0.4903003177	0.04992483468
135	0.490955624	0.0495265394
136	0.49050156	0.04905578525
137	0.4904062693	0.04880069094
138	0.4910014839	0.04841646415
139	0.4907334749	0.04815365822
140	0.4906136102	0.04809323808
141	0.4904320485	0.04767980345
142	0.4900868954	0.04767343003
143	0.4895644998	0.04752455751
144	0.4887012431	0.04720597861
145	0.4882117994	0.04681629259
146	0.4882156659	0.04680765809
147	0.4882092391	0.04663875637
148	0.488478465	0.046627059
149	0.4884788356	0.04662705362
150	0.4885316493	0.04636006628
151	0.4885326102	0.04636006085
152	0.4885696924	0.04628458821
153	0.4887362725	0.04608012704
154	0.488674356	0.04606272342
155	0.4881241742	0.04563266495
156	0.4879949273	0.04540546428
157	0.4879975529	0.04539996753
158	0.4879980219	0.04539996256
159	0.4897247161	0.04509966704
160	0.4898677226	0.04484995424
161	0.4898678168	0.04484994987
162	0.4898680996	0.04484994593
163	0.4893822826	0.0446361507
164	0.4909711348	0.04437996134
165	0.4924545101	0.04414965171
166	0.4925285408	0.04414426337
167	0.4922507541	0.04382554383
168	0.4922557435	0.04381828199
169	0.4920471894	0.04378783209
170	0.4921342787	0.0436228063
171	0.4921382353	0.04361794598
172	0.4927681692	0.04346070887
173	0.4926963144	0.04345331497
174	0.492621556	0.04322235735
175	0.4931367364	0.04290680998
176	0.4927867286	0.04273230988
177	0.4922966489	0.0426013451
178	0.4927350126	0.04246777059
179	0.4927537438	0.04239678698
180	0.4925547393	0.04217199321
181	0.492555222	0.04216449044
182	0.4926418679	0.04192836617
183	0.4923513506	0.04191650659
184	0.4922216205	0.04187946544
185	0.4921331738	0.04180185523
186	0.4921635042	0.04152728772
187	0.4925807035	0.04126159139
188	0.4936152591	0.04112139019
189	0.4943519755	0.0409498593
190	0.4945859322	0.04082553441
191	0.4949319741	0.04058071323
192	0.4950382312	0.04044527438
193	0.4951829183	0.04043366696
194	0.4954985409	0.04022118593
195	0.4953310621	0.0399456626
196	0.4952522186	0.03985245258
197	0.4958449585	0.03972596576
198	0.4958507481	0.03972130867
199	0.4958509567	0.03972130614
200	0.4958512695	0.03972130386
201	0.4958502119	0.03952549724
202	0.4963405172	0.03926021319
203	0.4961553324	0.03911760889
204	0.4968442135	0.03899483609
205	0.4974389278	0.03881067578
206	0.49759612	0.03879060517
207	0.4972328757	0.03860887983
208	0.4973284616	0.03840436426
209	0.4972459427	0.03826913308
210	0.4975314123	0.03797095511
211	0.4979089243	0.03782917301
212	0.4978642424	0.03762910162
213	0.4980940172	0.0375111272
214	0.498063003	0.0373405079
215	0.4982277808	0.03707641572
216	0.4984140257	0.03683010904
217	0.4984141466	0.03683010537
218	0.4981986102	0.03669037367
219	0.4986513729	0.03649776174
220	0.4987026204	0.036280351
221	0.4986820349	0.03625089346
222	0.4988772668	0.03611295869
223	0.4987236059	0.03593876068
224	0.4986123656	0.03588546942
225	0.4996140846	0.03581133721
226	0.5002877359	0.03564386901
227	0.5002793368	0.03561543081
228	0.5004020401	0.03544484716
229	0.5004798603	0.0354374726
230	0.5009478071	0.03523285617
231	0.5012788982	0.03517414541
232	0.5012709906	0.03497748164
233	0.5016523789	0.03484933627
234	0.5016933104	0.03475952566
235	0.5018441787	0.0347519837
236	0.5019231626	0.03471712993
237	0.5021438219	0.03456289592
238	0.5019883404	0.03452969328
239	0.5019905844	0.03452969096
240	0.501847925	0.03448001401
241	0.5020774372	0.03431331335
242	0.5022632468	0.03423106394
243	0.5022837175	0.03412562811
244	0.502291679	0.03411392295
245	0.5022234257	0.03399984396
246	0.5023428297	0.03386397499
247	0.5027973012	0.03365281851
248	0.502181618	0.03360194281
249	0.5024241316	0.03352873464
250	0.5029028504	0.03341889728
251	0.5031979387	0.03328709548
252	0.5036277004	0.03324008308
253	0.5039797593	0.03304779775
254	0.5037725195	0.03290507698
255	0.5037774613	0.03286567114
256	0.5036914549	0.03283575098
257	0.5036074828	0.03275017524
258	0.5035701399	0.03262021111
259	0.5037995618	0.03243273162
260	0.5045604932	0.0323550802
261	0.5047333294	0.03234513763
262	0.5044912515	0.03223308572
263	0.5044208502	0.03214257893
264	0.5043674678	0.03211922384
265	0.5043689832	0.03211922149
266	0.5043240795	0.032038835
267	0.5042130709	0.03195382993
268	0.5049329692	0.0316692547
269	0.5056454493	0.03157724882
270	0.5056291021	0.03156556354
271	0.505629241	0.03156488796
272	0.5056365724	0.03145941384
273	0.5057470254	0.03140398601
274	0.505407233	0.03126572786
275	0.5054187616	0.03122194734
276	0.5054764315	0.03113643181
277	0.5055232492	0.03105101116
278	0.5058064983	0.03092284801
279	0.5058508666	0.03084544051
280	0.5059359947	0.03073271782
281	0.5061096627	0.0305413072
282	0.5065688357	0.03038895728
283	0.5065992076	0.03031815076
284	0.5056818552	0.0302062872
285	0.505770214	0.03010113572
286	0.5057726093	0.03010113288
287	0.5057933193	0.0300281096
288	0.5058485399	0.02991669535
289	0.506252627	0.02984778427
290	0.5064446945	0.02976286894
291	0.507209308	0.0296072422
292	0.5072107354	0.02960724033
293	0.507213352	0.0296057215
294	0.5076603057	0.02949185446
295	0.507255178	0.0294012057
296	0.5069997003	0.02923910504
297	0.5070967302	0.02914751777
298	0.5076551456	0.02897274289
299	0.507849299	0.02888873545
300	0.5078464291	0.02887745834
301	0.5078481409	0.02887555379
302	0.5078537189	0.0287925468
303	0.5081170411	0.02859230214
304	0.5083608837	0.02856254969
305	0.5084499787	0.0285210461
306	0.5087331473	0.02844809511
307	0.5086664256	0.02835731322
308	0.5086788775	0.02834932257
309	0.5086096213	0.02823371059
310	0.5086541853	0.02815107314
311	0.5086635829	0.02807875279
312	0.5092264612	0.0279715615
313	0.5091530949	0.02790846867
314	0.5085785195	0.0278660298
315	0.5086992973	0.02778052358
316	0.5085105153	0.02773112456
317	0.508657795	0.02756423284
318	0.5087828266	0.02745641706
319	0.5087804016	0.02736529567
320	0.5091130594	0.02728948885
321	0.5092039503	0.0271386468
322	0.509762759	0.02700645686
323	0.5098275457	0.02695042328
324	0.5099155338	0.02681820235
325	0.5100476967	0.02671211744
326	0.5101995348	0.02653763175
327	0.5102309192	0.02648539185
328	0.5103579289	0.02633608688
329	0.5102070884	0.02627405891
330	0.510668592	0.02620622793
331	0.5106956549	0.0261175636
332	0.5111257104	0.02600960921
333	0.5111268634	0.02594510685
334	0.5111739553	0.02586365298
335	0.510802945	0.02579612862
336	0.5106662328	0.02573511109
337	0.5106920791	0.02565279426
338	0.5105133654	0.02560669917
339	0.5105807527	0.0255262733
340	0.5105491572	0.02546225784
341	0.5108359903	0.02538097263
342	0.5108621525	0.02532856994
343	0.5111326237	0.0252523887
344	0.5113603255	0.02507323521
345	0.5112368166	0.02497948745
346	0.5111643091	0.02491525119
347	0.51147737	0.02485531331
348	0.5117183331	0.02482367919
349	0.511691141	0.02474784254
350	0.5118081886	0.02461975008
351	0.5113885382	0.02456416426
352	0.5114050284	0.02451674404
353	0.5115849898	0.0243750412
354	0.511503862	0.02426601859
355	0.5115269202	0.02420626088
356	0.5116480004	0.02413614824
357	0.5116654536	0.02402436262
358	0.5117130739	0.02387801651
359	0.5128931857	0.02382744328
360	0.5124573597	0.02378908954
361	0.5123620728	0.02375460875
362	0.5124784199	0.02369871124
363	0.512694961	0.02364160044
364	0.5127239902	0.02361479725
365	0.5128298146	0.02351650943
366	0.5132111436	0.0233013399
367	0.5132973043	0.02326240836
368	0.513508116	0.02318809744
369	0.5136234262	0.02313191013
370	0.5138178861	0.02300060899
371	0.5139416409	0.02294932903
372	0.5139537312	0.02290400534
373	0.5141426746	0.02279291503
374	0.5142415494	0.02275137487
375	0.5141202921	0.0226877709
376	0.5141781725	0.02261888064
377	0.5150577841	0.02243012188
378	0.515236437	0.0223782639
379	0.5154220171	0.0222508452
380	0.5154295798	0.02220569339
381	0.5157192661	0.02216938945
382	0.5158819898	0.02213284661
383	0.5159643596	0.02206257355
384	0.5161969729	0.02201233984
385	0.5162830916	0.02194961222
386	0.5165872871	0.02188959622
387	0.5166657818	0.02182402064
388	0.5168601709	0.02169839299
389	0.5169089531	0.02165078529
390	0.5170841707	0.02159948083
391	0.5172723021	0.02154482064
392	0.5173823391	0.02150576288
393	0.5175160485	0.02138881357
394	0.5178795821	0.02130557009
395	0.5179097009	0.0212702617
396	0.5180406969	0.0212241732
397	0.5183942311	0.02117775103
398	0.5185714153	0.02111341784
399	0.518529803	0.02106513183
400	0.5185497231	0.02102575996
401	0.5186807369	0.0209532432
402	0.5186886263	0.02089428606
403	0.5184658828	0.02084289683
404	0.5185777558	0.02078414102
405	0.518442302	0.02074596897
406	0.5187435398	0.02066633553
407	0.5190341732	0.02058168057
408	0.5192257592	0.02046137452
409	0.5192495582	0.02042210412
410	0.5194898283	0.02036318585
411	0.519486711	0.02032016535
412	0.5195765414	0.02027645523
413	0.5195183402	0.02023328603
414	0.5198693447	0.02019400275
415	0.5199786304	0.02011799295
416	0.5200754699	0.02006834711
417	0.5201618144	0.02001819538
418	0.5203804829	0.01993855797
419	0.521034382	0.01989999055
420	0.5210469686	0.01986817138
421	0.5211505566	0.01976349731
422	0.5211508454	0.0197129307
423	0.5212798575	0.01964344745
424	0.5212175889	0.01959397985
425	0.5213521361	0.01951565371
426	0.5207355589	0.01945960151
427	0.520804345	0.01944252043
428	0.5209782418	0.0194078996
429	0.5211793018	0.01937820241
430	0.5211318481	0.0193452816
431	0.5212155871	0.01929935619
432	0.5212363012	0.01926202819
433	0.5212474233	0.0192333713
434	0.5213687618	0.01915559811
435	0.5211485374	0.01913398674
436	0.5213412333	0.0190783042
437	0.5215866377	0.01905108245
438	0.5215188757	0.01902216936
439	0.5217433126	0.01894447519
440	0.5216372636	0.01891675887
441	0.521579451	0.01889272356
442	0.5217143464	0.01882662894
443	0.5216659438	0.01877789988
444	0.5219137085	0.01874945923
445	0.5228903371	0.0186530852
446	0.5230819753	0.0185748415
447	0.5231854362	0.01847806388
448	0.5241334481	0.01835005455
449	0.5243394107	0.01827070036
450	0.5246261832	0.01823635967
451	0.5247123511	0.0181812314
452	0.5247279955	0.01814059827
453	0.5255299389	0.01806511308
454	0.5256294392	0.01804136533
455	0.5258136775	0.01799804884
456	0.5258132341	0.01797430411
457	0.5259277824	0.01793934158
458	0.5258736413	0.01790221447
459	0.5259785654	0.01785776043
460	0.5260699805	0.01781704366
461	0.5261639386	0.01778808867
462	0.5262591004	0.01776541298
463	0.526271049	0.01775263955
464	0.5264602516	0.01771124771
465	0.5272777497	0.01768848241
466	0.527278509	0.0176666213
467	0.5272895601	0.01762596129
468	0.5283631082	0.01754591815
469	0.5284356077	0.01751903132
470	0.5282806062	0.01748213542
471	0.5282907529	0.01745605956
472	0.5284472354	0.01736365605
473	0.5284467999	0.01734370065
474	0.5284861555	0.01731091661
475	0.5287569074	0.01729197838
476	0.5288281326	0.01725480456
477	0.5288707407	0.01723515518
478	0.5289624354	0.01718000514
479	0.5295581565	0.01714960698
480	0.5295060734	0.01711869322
481	0.5296006747	0.01706906232
482	0.529680868	0.017038577
483	0.5296952478	0.01701602338
484	0.5297127967	0.01697949653
485	0.5297216802	0.01694632199
486	0.5297195903	0.01691425661
487	0.529742833	0.01688743186
488	0.5298128835	0.01684836892
489	0.5300093994	0.01683748241
490	0.5300342055	0.01681033004
491	0.5301514926	0.01675073572
492	0.5302324095	0.01672502286
493	0.5302395852	0.01668985963
494	0.5312735589	0.01660092626
495	0.5312704799	0.01658869564
496	0.5313239729	0.01655542435
497	0.5313457975	0.01649849895
498	0.5313369637	0.01647513301
499	0.5315930101	0.01645933683
500	0.5315920018	0.01643507431
501	0.5315505509	0.01641296369
502	0.5315871409	0.01635905571
503	0.5319204278	0.01634330253
504	0.5322112462	0.01631115663
505	0.532241628	0.01628528061
506	0.5322615683	0.0162682593
507	0.5322812429	0.01623345224
508	0.5322013238	0.01621084853
509	0.5322974291	0.01614376665
510	0.5323773267	0.01609305619
511	0.5323759526	0.01607279195
512	0.5327280698	0.01605898148
513	0.532927613	0.01602875694
514	0.5328573346	0.01600710456
515	0.5328821214	0.01598747576
516	0.5329637717	0.01591246362
517	0.5329837605	0.01589387307
518	0.5331278992	0.0158783193
519	0.5332461462	0.01582307391
520	0.5336455084	0.01577728942
521	0.5336597133	0.01573809858
522	0.5336639648	0.01572028968
523	0.533673581	0.01568744515
524	0.5339069964	0.01561864668
525	0.5339251173	0.01559713368
526	0.5338656748	0.01557618065
527	0.5340424327	0.01555920065
528	0.5342388962	0.01553410223
529	0.5342530957	0.01551103718
530	0.5344888327	0.01546137168
531	0.534507498	0.01544721948
532	0.5346828082	0.01542029622
533	0.5346797373	0.01538291923
534	0.5346135733	0.01535332935
535	0.5349902704	0.01532498506
536	0.5349587624	0.01529575311
537	0.5353703164	0.01524440242
538	0.5353893805	0.0152285139
539	0.5355073741	0.01521348368
540	0.5356357234	0.0151238129
541	0.5356396785	0.0151029917
542	0.5356518673	0.01509294973
543	0.5355909256	0.01506576201
544	0.5355990926	0.01504327684
545	0.5356634558	0.01501371676
546	0.5358406287	0.01499192015
547	0.5356991354	0.01497884241
548	0.5358192515	0.0149600579
549	0.5362574132	0.01493984556
550	0.5362940338	0.01491173808
551	0.5362301632	0.01489137113
552	0.5361912974	0.01487150715
553	0.5363179121	0.01482160092
554	0.5363526297	0.01477315558
555	0.5368133441	0.01473865481
556	0.5369080336	0.01468638162
557	0.5380305525	0.01458763309
558	0.5378135787	0.01457461896
559	0.5378193092	0.01456644186
560	0.5379151482	0.01455002154
561	0.5379827684	0.01451264048
562	0.5380561047	0.01448871727
563	0.538055252	0.01447782437
564	0.5381962308	0.01442557407
565	0.5383283613	0.01439545314
566	0.5387902324	0.01435304539
567	0.5389115273	0.01433359166
568	0.5389283955	0.01432255217
569	0.5390850333	0.01430707901
570	0.5391047323	0.01428256565
571	0.5397113917	0.01423521554
572	0.539912981	0.0141630231
573	0.5400195932	0.01414048247
574	0.5400200369	0.01412472971
575	0.5400037212	0.01410948924
576	0.540102293	0.01407474622
577	0.5403919807	0.01405333465
578	0.5404351748	0.01403528627
579	0.5405350836	0.01398982694
580	0.5406520743	0.01397581558
581	0.5407109036	0.01393955239
582	0.5407136086	0.01393008539
583	0.5410025243	0.0139102569
584	0.541281771	0.01388866969
585	0.5412837157	0.01386585008
586	0.5412982947	0.01385093754
587	0.5413849015	0.0138393473
588	0.5414024027	0.01382915755
589	0.5415894058	0.01377362073
590	0.5416923159	0.01376062013
591	0.5417803074	0.01371190554
592	0.541564403	0.01368062479
593	0.5420877776	0.01363976727
594	0.542310593	0.01361533338
595	0.5423314537	0.01359838668
596	0.5423274687	0.01358347822
597	0.5424118933	0.0135469057
598	0.5425481713	0.01351968461
599	0.5425512207	0.01351370807
600	0.5425582696	0.01349105385
601	0.5426415759	0.0134549827
602	0.5426507964	0.01343598208
603	0.5427339607	0.01341347059
604	0.5427374863	0.01338873847
605	0.5427778678	0.01335831119
606	0.5429676698	0.01333877969
607	0.5430703104	0.01332383663
608	0.5431730229	0.0133084652
609	0.5438120918	0.01329241271
610	0.543851094	0.01327806446
611	0.543781802	0.01327182796
612	0.5437872621	0.01325449607
613	0.5437925181	0.01323547755
614	0.543830055	0.01319602855
615	0.5439701287	0.01317576141
616	0.5440622978	0.01313582998
617	0.5442137865	0.01306797266
618	0.5442294973	0.01304433983
619	0.5442386409	0.01303248883
620	0.5442068627	0.01300422909
621	0.5443163621	0.01299232156
622	0.544413695	0.01297628426
623	0.5444626836	0.01293720168
624	0.5444396887	0.01290540249
625	0.5445753098	0.01288053221
626	0.5447608222	0.01286558129
627	0.5447767335	0.01285266014
628	0.5461517306	0.0128061321
629	0.5462381002	0.01279805288
630	0.5463393079	0.01277544582
631	0.5464295071	0.01276355738
632	0.5464363325	0.01275093934
633	0.5464496701	0.01274245122
634	0.5465813617	0.01270146618
635	0.5465883918	0.01268955973
636	0.5465079811	0.0126729061
637	0.546691138	0.01264764814
638	0.5469010009	0.01261324836
639	0.5469029948	0.01260346494
640	0.5469304864	0.01257902307
641	0.5470182691	0.01256137552
642	0.5470448325	0.01254373577
643	0.547046415	0.01253323507
644	0.5470411607	0.01251992324
645	0.5471364024	0.01251042868
646	0.5475987204	0.01250085076
647	0.5476900853	0.01246661957
648	0.5476830794	0.01245884948
649	0.5476884145	0.01245140989
650	0.5477036383	0.01244145804
651	0.5477155952	0.01242947083
652	0.5477286247	0.0124140435
653	0.5490055173	0.0123063774
654	0.5490196364	0.01228720121
655	0.5490295108	0.01227117125
656	0.5489952712	0.01226056868
657	0.5490091838	0.012239779
658	0.5490171923	0.01223194694
659	0.54903056	0.01222161072
660	0.5491365043	0.01219091752
661	0.5491472334	0.01217341796
662	0.549063098	0.01216413375
663	0.5491622433	0.01210657201
664	0.5503700989	0.01206345136
665	0.5519945298	0.01200758365
666	0.5521180128	0.01196831673
667	0.5522200351	0.01195527753
668	0.5522949887	0.01191397304
669	0.5523193014	0.011905362
670	0.55232812	0.01189337178
671	0.5528647711	0.01187804304
672	0.5528785693	0.01186529988
673	0.5529077581	0.01184528661
674	0.5529011694	0.01183682381
675	0.5529094384	0.01182915213
676	0.5530469026	0.01179164241
677	0.5530658503	0.01177884311
678	0.5533826226	0.01175924138
679	0.5533611559	0.01175065862
680	0.5533327105	0.01173842686
681	0.5533364618	0.01172954717
682	0.5534212313	0.01168721869
683	0.5546464426	0.01165208298
684	0.5546585838	0.01164626341
685	0.5546920985	0.01162341818
686	0.5547535134	0.01158270912
687	0.5547459851	0.01157336909
688	0.5547535274	0.01156378687
689	0.5547524184	0.01155487225
690	0.5549082095	0.01151498493
691	0.5550459741	0.01148192598
692	0.5550779711	0.01147150516
693	0.5550217982	0.01145971215
694	0.5551201549	0.01144017139
695	0.5551138165	0.011428218
696	0.5551083278	0.01141894887
697	0.5553911087	0.01139293738
698	0.5554116509	0.01138463295
699	0.5554355329	0.0113718415
700	0.5555400085	0.01133964265
701	0.5561205041	0.01132898776
702	0.5562296801	0.01128793675
703	0.556354882	0.01126215818
704	0.5563501267	0.01124783176
705	0.5565054501	0.01120259001
706	0.5565994536	0.01118874071
707	0.5565302739	0.01118267592
708	0.5565467669	0.01116245611
709	0.5565611844	0.01115199911
710	0.5577868203	0.0110705258
711	0.5578415408	0.01105366885
712	0.5579141944	0.01102296532
713	0.5580117657	0.01099854854
714	0.5582678874	0.01097521595
715	0.5594395225	0.01091242413
716	0.5595469846	0.01090435867
717	0.5595649936	0.01089715793
718	0.5594851821	0.01089067214
719	0.5596558263	0.01088073699
720	0.5595604281	0.01087552519
721	0.5595876305	0.01087038133
722	0.5596057013	0.0108627154
723	0.5600576061	0.01085655924
724	0.560086684	0.01084483156
725	0.56013261	0.01082886545
726	0.5602431016	0.01081117774
727	0.5614345482	0.0107849325
728	0.5614411956	0.01077882474
729	0.5614416684	0.01076633131
730	0.5615370156	0.01075931921
731	0.5614903514	0.01075342726
732	0.5616805417	0.01070183657
733	0.5618611219	0.01067284542
734	0.5631977542	0.01063947117
735	0.5635000458	0.01063013812
736	0.5635506204	0.01060723148
737	0.5635454333	0.01060420687
738	0.5635451903	0.01060074461
739	0.5635451903	0.01059360707
740	0.5635557414	0.01058515044
741	0.5636923127	0.01055436735
742	0.5637130663	0.01053720062
743	0.5637376053	0.01052309377
744	0.5638632632	0.0104862579
745	0.5640211843	0.01047023741
746	0.5640430644	0.01046427603
747	0.564046518	0.01044794049
748	0.5641484569	0.01043975477
749	0.5641547955	0.01042346822
750	0.5644715269	0.01040694575
751	0.5644571719	0.01039616785
752	0.5645029266	0.01037894627
753	0.5647742705	0.01037203569
754	0.5649028829	0.01034933643
755	0.5649044071	0.0103467728
756	0.5649085634	0.01032663461
757	0.5649254719	0.01032088239
758	0.5649233924	0.01030981408
759	0.5649571648	0.010288184
760	0.5649210197	0.01027282926
761	0.5649238107	0.01024893577
762	0.564998879	0.010230273
763	0.5650009846	0.01022097143
764	0.5650016865	0.01021174839
765	0.5650791588	0.01020462592
766	0.5650798608	0.01020373914
767	0.5651240349	0.01019767816
768	0.56536762	0.01018740827
769	0.5655239868	0.0101548723
770	0.5656348249	0.01012927822
771	0.5656556126	0.01012071039
772	0.5656706733	0.01011549765
773	0.5657812822	0.01009918337
774	0.5659011096	0.0100679671
775	0.5660802912	0.01005860867
776	0.566073092	0.01005028998
777	0.5660817434	0.01003669836
778	0.5661555404	0.01001790178
779	0.5661736164	0.01000881179
780	0.5663698301	0.009966180924
781	0.5663994376	0.009955183462
782	0.5665459132	0.00992408466
783	0.5665828193	0.009913426611
784	0.5666447436	0.009904476584
785	0.5666250959	0.009895440657
786	0.5665918528	0.00988866857
787	0.5666066831	0.009884438012
788	0.5666535046	0.009869281331
789	0.5666892969	0.009852830747
790	0.5668255177	0.009823095131
791	0.5668391063	0.009814050674
792	0.5668371315	0.009802628202
793	0.566884715	0.009790673993
794	0.5669740082	0.009744118771
795	0.5669747841	0.009739718583
796	0.5669840903	0.009729365039
797	0.5669860335	0.009718549293
798	0.5669813766	0.009711902008
799	0.5670897807	0.009688965952
800	0.5680588184	0.009664311729
801	0.5680972726	0.00964188672
802	0.5681025061	0.009634248715
803	0.5682591963	0.009605241901
804	0.5682736094	0.009595987569
805	0.5683097752	0.009584308186
806	0.5684232583	0.009551996569
807	0.5684461587	0.009549338743
808	0.568453795	0.009544996517
809	0.5685051576	0.009532287218
810	0.5685019548	0.009527612852
811	0.5685172499	0.009521687229
812	0.5685257007	0.009510456595
813	0.5686371855	0.009492915957
814	0.5686416082	0.00948950839
815	0.5687026429	0.009480171462
816	0.5688079605	0.009471524561
817	0.5688318865	0.009462467877
818	0.56896217	0.009435569275
819	0.5689893883	0.00942929438
820	0.5690309289	0.009423395981
821	0.5691822472	0.009396218449
822	0.5694617167	0.009389785389
823	0.5701473934	0.00935804979
824	0.5703119865	0.009323923874
825	0.5704317851	0.009316923703
826	0.570464764	0.009299722421
827	0.5705850672	0.009271817834
828	0.5705818714	0.009266992829
829	0.5706402747	0.009252551736
830	0.5706462692	0.009248283457
831	0.5707354587	0.009228709326
832	0.570736315	0.009219776717
833	0.5709929913	0.009212877158
834	0.5709840909	0.009206208078
835	0.5709840909	0.009201889528
836	0.5711002968	0.009180366164
837	0.5712767953	0.009152737618
838	0.5713567358	0.009134821934
839	0.5713548371	0.009106850453
840	0.5713324827	0.009093913261
841	0.571434206	0.009074670735
842	0.5714666531	0.009067004652
